person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Nathan_3,Nathan,,of Zobah (2SA 23:36),male,,"In this dataset, Nathan is described as of Zobah (2SA 23:36). Recorded as male.",3,791,"In this dataset, Nathan is described as of Zobah (2SA 23:36). Recorded as male."
Bani_1,Bani,,"the Gadite, thirty-second of ""the thirty"" of David's men (2SA 23:36)",male,,"In this dataset, Bani is described as the Gadite, thirty-second of ""the thirty"" of David's men (2SA 23:36). Recorded as male.",1,792,"In this dataset, Bani is described as the Gadite, thirty-second of ""the thirty"" of David's men (2SA 23:36). Recorded as male."
Zelek_1,Zelek,,"the Ammonite, thirty-third of ""the thirty"" of David's men (2SA 23:37)",male,Ammonite,"In this dataset, Zelek is described as the Ammonite, thirty-third of ""the thirty"" of David's men (2SA 23:37). Recorded as male; listed with tribe: Ammonite.",1,793,"In this dataset, Zelek is described as the Ammonite, thirty-third of ""the thirty"" of David's men (2SA 23:37). Recorded as male; listed with tribe: Ammonite."
Naharai_1,Naharai,,"the Beerothite, thirty-fourth of ""the thirty"" of David's men (2SA 23:37)",male,,"In this dataset, Naharai is described as the Beerothite, thirty-fourth of ""the thirty"" of David's men (2SA 23:37). Recorded as male.",1,794,"In this dataset, Naharai is described as the Beerothite, thirty-fourth of ""the thirty"" of David's men (2SA 23:37). Recorded as male."
Ira_3,Ira,,"the Ithrite, thirty-fifth of ""the thirty"" of David's men (2SA 23:38)",male,,"In this dataset, Ira is described as the Ithrite, thirty-fifth of ""the thirty"" of David's men (2SA 23:38). Recorded as male.",3,795,"In this dataset, Ira is described as the Ithrite, thirty-fifth of ""the thirty"" of David's men (2SA 23:38). Recorded as male."
Gareb_1,Gareb,,"the Ithrite, thirty-sixth of ""the thirty"" of David's men (2SA 23:38)",male,,"In this dataset, Gareb is described as the Ithrite, thirty-sixth of ""the thirty"" of David's men (2SA 23:38). Recorded as male.",1,796,"In this dataset, Gareb is described as the Ithrite, thirty-sixth of ""the thirty"" of David's men (2SA 23:38). Recorded as male."
Araunah_1,Araunah,,the Jebusite (2SA 24:16),male,,"In this dataset, Araunah is described as the Jebusite (2SA 24:16). Recorded as male.",1,797,"In this dataset, Araunah is described as the Jebusite (2SA 24:16). Recorded as male."
Abishag_1,Abishag,,"the Shunammite, David's nurse (1KI 1:3-4)",female,,"In this dataset, Abishag is described as the Shunammite, David's nurse (1KI 1:3-4). Recorded as female.",1,798,"In this dataset, Abishag is described as the Shunammite, David's nurse (1KI 1:3-4). Recorded as female."
Rei_1,Rei,,supported David when Adonijah attempted a coup (1KI 1:8),male,,"In this dataset, Rei is described as supported David when Adonijah attempted a coup (1KI 1:8). Recorded as male.",1,799,"In this dataset, Rei is described as supported David when Adonijah attempted a coup (1KI 1:8). Recorded as male."
Pharaoh_5,Pharaoh,,"Pharaoh, father of Solomon's wife (1KI 3:1, 9:16)",male,,"In this dataset, Pharaoh is described as Pharaoh, father of Solomon's wife (1KI 3:1, 9:16). Recorded as male.",5,800,"In this dataset, Pharaoh is described as Pharaoh, father of Solomon's wife (1KI 3:1, 9:16). Recorded as male."
Azariah_1,Azariah,,"son [descendant] of Zadok, served as priest (1KI 4:2) in the temple which Solomon built (1CH 6:10)",male,Levi,"In this dataset, Azariah is described as son [descendant] of Zadok, served as priest (1KI 4:2) in the temple which Solomon built (1CH 6:10). Recorded as male; listed with tribe: Levi.",1,801,"In this dataset, Azariah is described as son [descendant] of Zadok, served as priest (1KI 4:2) in the temple which Solomon built (1CH 6:10). Recorded as male; listed with tribe: Levi."
Elihoreph_1,Elihoreph,,secretary for King Solomon (1KI 4:3),male,,"In this dataset, Elihoreph is described as secretary for King Solomon (1KI 4:3). Recorded as male.",1,802,"In this dataset, Elihoreph is described as secretary for King Solomon (1KI 4:3). Recorded as male."
Ahijah_2,Ahijah,,secretary for King Solomon (1KI 4:3),male,,"In this dataset, Ahijah is described as secretary for King Solomon (1KI 4:3). Recorded as male.",2,803,"In this dataset, Ahijah is described as secretary for King Solomon (1KI 4:3). Recorded as male."
Shisha_1,Shisha,,father of Elihoreph and Ahijah (1KI 4:3),male,,"In this dataset, Shisha is described as father of Elihoreph and Ahijah (1KI 4:3). Recorded as male.",1,804,"In this dataset, Shisha is described as father of Elihoreph and Ahijah (1KI 4:3). Recorded as male."
Azariah_2,Azariah,,"son of Nathan, was over the deputies (1KI 4:5)",male,,"In this dataset, Azariah is described as son of Nathan, was over the deputies (1KI 4:5). Recorded as male.",2,805,"In this dataset, Azariah is described as son of Nathan, was over the deputies (1KI 4:5). Recorded as male."
Nathan_4,Nathan,,father of Azariah (1KI 4:5),male,,"In this dataset, Nathan is described as father of Azariah (1KI 4:5). Recorded as male.",4,806,"In this dataset, Nathan is described as father of Azariah (1KI 4:5). Recorded as male."
Zabud_1,Zabud,,"son of Nathan, a friend of King Solomon (1KI 4:5)",male,,"In this dataset, Zabud is described as son of Nathan, a friend of King Solomon (1KI 4:5). Recorded as male.",1,807,"In this dataset, Zabud is described as son of Nathan, a friend of King Solomon (1KI 4:5). Recorded as male."
Nathan_5,Nathan,,"a priest, father of Zabud (1KI 4:5)",male,Levi,"In this dataset, Nathan is described as a priest, father of Zabud (1KI 4:5). Recorded as male; listed with tribe: Levi.",5,808,"In this dataset, Nathan is described as a priest, father of Zabud (1KI 4:5). Recorded as male; listed with tribe: Levi."
Ahishar_1,Ahishar,,over Solomon's household (1KI 4:6),male,,"In this dataset, Ahishar is described as over Solomon's household (1KI 4:6). Recorded as male.",1,809,"In this dataset, Ahishar is described as over Solomon's household (1KI 4:6). Recorded as male."
Adoniram_1,Adoniram,,over the men subject to forced labor (1KI 4:6),male,,"In this dataset, Adoniram is described as over the men subject to forced labor (1KI 4:6). Recorded as male.",1,810,"In this dataset, Adoniram is described as over the men subject to forced labor (1KI 4:6). Recorded as male."
Abda_1,Abda,,father of Adoniram (1KI 4:6),male,,"In this dataset, Abda is described as father of Adoniram (1KI 4:6). Recorded as male.",1,811,"In this dataset, Abda is described as father of Adoniram (1KI 4:6). Recorded as male."
Ben-hur_1,Ben-hur,,"one of Solomon's twelve deputies (1KI 4:7), in Ephraim (1KI 4:8)",male,,"In this dataset, Ben-hur is described as one of Solomon's twelve deputies (1KI 4:7), in Ephraim (1KI 4:8). Recorded as male.",1,812,"In this dataset, Ben-hur is described as one of Solomon's twelve deputies (1KI 4:7), in Ephraim (1KI 4:8). Recorded as male."
Ben-deker_1,Ben-deker,,"one of Solomon's twelve deputies (1KI 4:7), in Makaz (1KI 4:9)",male,,"In this dataset, Ben-deker is described as one of Solomon's twelve deputies (1KI 4:7), in Makaz (1KI 4:9). Recorded as male.",1,813,"In this dataset, Ben-deker is described as one of Solomon's twelve deputies (1KI 4:7), in Makaz (1KI 4:9). Recorded as male."
Ben-hesed_1,Ben-hesed,,"one of Solomon's twelve deputies (1KI 4:7), in Arubboth (1KI 4:10)",male,,"In this dataset, Ben-hesed is described as one of Solomon's twelve deputies (1KI 4:7), in Arubboth (1KI 4:10). Recorded as male.",1,814,"In this dataset, Ben-hesed is described as one of Solomon's twelve deputies (1KI 4:7), in Arubboth (1KI 4:10). Recorded as male."
Ben-abinadab_1,Ben-abinadab,,"one of Solomon's twelve deputies (1KI 4:7), in Dor (1KI 4:11)",male,,"In this dataset, Ben-abinadab is described as one of Solomon's twelve deputies (1KI 4:7), in Dor (1KI 4:11). Recorded as male.",1,815,"In this dataset, Ben-abinadab is described as one of Solomon's twelve deputies (1KI 4:7), in Dor (1KI 4:11). Recorded as male."
Taphath_1,Taphath,,"daughter of Solomon, wife of Ben-abinadab (1KI 4:11)",female,Judah,"In this dataset, Taphath is described as daughter of Solomon, wife of Ben-abinadab (1KI 4:11). Recorded as female; listed with tribe: Judah.",1,816,"In this dataset, Taphath is described as daughter of Solomon, wife of Ben-abinadab (1KI 4:11). Recorded as female; listed with tribe: Judah."
Baana_1,Baana,,"one of Solomon's twelve deputies (1KI 4:7), in Taanach and Megiddo (1KI 4:12)",male,,"In this dataset, Baana is described as one of Solomon's twelve deputies (1KI 4:7), in Taanach and Megiddo (1KI 4:12). Recorded as male.",1,817,"In this dataset, Baana is described as one of Solomon's twelve deputies (1KI 4:7), in Taanach and Megiddo (1KI 4:12). Recorded as male."
Ahilud_2,Ahilud,,father of Baana (1KI 4:12),male,,"In this dataset, Ahilud is described as father of Baana (1KI 4:12). Recorded as male.",2,818,"In this dataset, Ahilud is described as father of Baana (1KI 4:12). Recorded as male."
Ben-geber_1,Ben-geber,,"one of Solomon's twelve deputies (1KI 4:7), in Ramoth-gilead (1KI 4:13)",male,,"In this dataset, Ben-geber is described as one of Solomon's twelve deputies (1KI 4:7), in Ramoth-gilead (1KI 4:13). Recorded as male.",1,819,"In this dataset, Ben-geber is described as one of Solomon's twelve deputies (1KI 4:7), in Ramoth-gilead (1KI 4:13). Recorded as male."
Ahinadab_1,Ahinadab,,"one of Solomon's twelve deputies (1KI 4:7), in Mahanaim (1KI 4:14)",male,,"In this dataset, Ahinadab is described as one of Solomon's twelve deputies (1KI 4:7), in Mahanaim (1KI 4:14). Recorded as male.",1,820,"In this dataset, Ahinadab is described as one of Solomon's twelve deputies (1KI 4:7), in Mahanaim (1KI 4:14). Recorded as male."
Iddo_1,Iddo,,father of Ahinadab (1KI 4:14),male,,"In this dataset, Iddo is described as father of Ahinadab (1KI 4:14). Recorded as male.",1,821,"In this dataset, Iddo is described as father of Ahinadab (1KI 4:14). Recorded as male."
Ahimaaz_3,Ahimaaz,,"one of Solomon's twelve deputies (1KI 4:7), in Naphtali (1KI 4:15)",male,,"In this dataset, Ahimaaz is described as one of Solomon's twelve deputies (1KI 4:7), in Naphtali (1KI 4:15). Recorded as male.",3,822,"In this dataset, Ahimaaz is described as one of Solomon's twelve deputies (1KI 4:7), in Naphtali (1KI 4:15). Recorded as male."
Basemath_2,Basemath,,"daughter of Solomon, wife of Ahimaaz (1KI 4:15)",female,,"In this dataset, Basemath is described as daughter of Solomon, wife of Ahimaaz (1KI 4:15). Recorded as female.",2,823,"In this dataset, Basemath is described as daughter of Solomon, wife of Ahimaaz (1KI 4:15). Recorded as female."
Baana_2,Baana,,"one of Solomon's twelve deputies (1KI 4:7), in Asher (1KI 4:16)",male,,"In this dataset, Baana is described as one of Solomon's twelve deputies (1KI 4:7), in Asher (1KI 4:16). Recorded as male.",2,824,"In this dataset, Baana is described as one of Solomon's twelve deputies (1KI 4:7), in Asher (1KI 4:16). Recorded as male."
Hushai_2,Hushai,,father of Baana (1KI 4:16),male,,"In this dataset, Hushai is described as father of Baana (1KI 4:16). Recorded as male.",2,825,"In this dataset, Hushai is described as father of Baana (1KI 4:16). Recorded as male."
Jehoshaphat_2,Jehoshaphat,,"one of Solomon's twelve deputies (1KI 4:7), in Issachar (1KI 4:17)",male,,"In this dataset, Jehoshaphat is described as one of Solomon's twelve deputies (1KI 4:7), in Issachar (1KI 4:17). Recorded as male.",2,826,"In this dataset, Jehoshaphat is described as one of Solomon's twelve deputies (1KI 4:7), in Issachar (1KI 4:17). Recorded as male."
Paruah_1,Paruah,,father of Jehoshaphat (1KI 4:17),male,,"In this dataset, Paruah is described as father of Jehoshaphat (1KI 4:17). Recorded as male.",1,827,"In this dataset, Paruah is described as father of Jehoshaphat (1KI 4:17). Recorded as male."
Shimei_3,Shimei,,"one of Solomon's twelve deputies (1KI 4:7), in Benjamin (1KI 4:18)",male,,"In this dataset, Shimei is described as one of Solomon's twelve deputies (1KI 4:7), in Benjamin (1KI 4:18). Recorded as male.",3,828,"In this dataset, Shimei is described as one of Solomon's twelve deputies (1KI 4:7), in Benjamin (1KI 4:18). Recorded as male."
Ela_1,Ela,,father of Shimei (1KI 4:18),male,,"In this dataset, Ela is described as father of Shimei (1KI 4:18). Recorded as male.",1,829,"In this dataset, Ela is described as father of Shimei (1KI 4:18). Recorded as male."
Geber_1,Geber,,"one of Solomon's twelve deputies (1KI 4:7), in Gilead (1KI 4:18)",male,,"In this dataset, Geber is described as one of Solomon's twelve deputies (1KI 4:7), in Gilead (1KI 4:18). Recorded as male.",1,830,"In this dataset, Geber is described as one of Solomon's twelve deputies (1KI 4:7), in Gilead (1KI 4:18). Recorded as male."
Uri_2,Uri,,father of Geber (1KI 4:19),male,,"In this dataset, Uri is described as father of Geber (1KI 4:19). Recorded as male.",2,831,"In this dataset, Uri is described as father of Geber (1KI 4:19). Recorded as male."
Ethan_1,Ethan,,the Ezrahite (1KI 4:31) [Zerahite?- 1CH 2:6],male,,"In this dataset, Ethan is described as the Ezrahite (1KI 4:31) [Zerahite?- 1CH 2:6]. Recorded as male.",1,832,"In this dataset, Ethan is described as the Ezrahite (1KI 4:31) [Zerahite?- 1CH 2:6]. Recorded as male."
Heman_1,Heman,,son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31),male,,"In this dataset, Heman is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male.",1,833,"In this dataset, Heman is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male."
Calcol_1,Calcol,,son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31),male,,"In this dataset, Calcol is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male.",1,834,"In this dataset, Calcol is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male."
Darda_1,Darda,,son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31),male,,"In this dataset, Darda is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male.",1,835,"In this dataset, Darda is described as son of Zerah (1CH 2:6).  Solomon was wiser than him (1KI 4:31). Recorded as male."
Hiram_2,Hiram,,worked to build Solomon's temple (1KI 7:14),male,,"In this dataset, Hiram is described as worked to build Solomon's temple (1KI 7:14). Recorded as male.",2,836,"In this dataset, Hiram is described as worked to build Solomon's temple (1KI 7:14). Recorded as male."
Queen of Sheba_1,Queen of Sheba,,tested Solomon (1KI 10:1),female,,"In this dataset, Queen of Sheba is described as tested Solomon (1KI 10:1). Recorded as female.",1,837,"In this dataset, Queen of Sheba is described as tested Solomon (1KI 10:1). Recorded as female."
Hadad_3,Hadad,,the Edomite (1KI 11:14),male,,"In this dataset, Hadad is described as the Edomite (1KI 11:14). Recorded as male.",3,838,"In this dataset, Hadad is described as the Edomite (1KI 11:14). Recorded as male."
Tahpenes_1,Tahpenes,,Queen of Egypt (1KI 11:19),female,,"In this dataset, Tahpenes is described as Queen of Egypt (1KI 11:19). Recorded as female.",1,839,"In this dataset, Tahpenes is described as Queen of Egypt (1KI 11:19). Recorded as female."
Genubath_1,Genubath,,son of Hadad (1KI 11:20),male,,"In this dataset, Genubath is described as son of Hadad (1KI 11:20). Recorded as male.",1,840,"In this dataset, Genubath is described as son of Hadad (1KI 11:20). Recorded as male."
Rezon_1,Rezon,,adversary to Solomon (1KI 11:23),male,,"In this dataset, Rezon is described as adversary to Solomon (1KI 11:23). Recorded as male.",1,841,"In this dataset, Rezon is described as adversary to Solomon (1KI 11:23). Recorded as male."
Eliada_2,Eliada,,father of Rezon (1KI 11:23),male,,"In this dataset, Eliada is described as father of Rezon (1KI 11:23). Recorded as male.",2,842,"In this dataset, Eliada is described as father of Rezon (1KI 11:23). Recorded as male."
Jeroboam_1,Jeroboam,,"Solomon's servant, son of Nebat, who rebelled against him (1KI 11:26), and was later made king of Israel (1KI 12:20)",male,Ephraim,"In this dataset, Jeroboam is described as Solomon's servant, son of Nebat, who rebelled against him (1KI 11:26), and was later made king of Israel (1KI 12:20). Recorded as male; listed with tribe: Ephraim.",1,843,"In this dataset, Jeroboam is described as Solomon's servant, son of Nebat, who rebelled against him (1KI 11:26), and was later made king of Israel (1KI 12:20). Recorded as male; listed with tribe: Ephraim."
Nebat_1,Nebat,,"father of Jeroboam, an Ephraimite of Zeredah (1KI 11:26)",male,Ephraim,"In this dataset, Nebat is described as father of Jeroboam, an Ephraimite of Zeredah (1KI 11:26). Recorded as male; listed with tribe: Ephraim.",1,844,"In this dataset, Nebat is described as father of Jeroboam, an Ephraimite of Zeredah (1KI 11:26). Recorded as male; listed with tribe: Ephraim."
Zeruah_1,Zeruah,,"mother of Jeroboam, a widow (1KI 11:26)",female,,"In this dataset, Zeruah is described as mother of Jeroboam, a widow (1KI 11:26). Recorded as female.",1,845,"In this dataset, Zeruah is described as mother of Jeroboam, a widow (1KI 11:26). Recorded as female."
Rehoboam_1,Rehoboam,,son of Solomon who became king after him (1KI 11:43),male,Judah,"In this dataset, Rehoboam is described as son of Solomon who became king after him (1KI 11:43). Recorded as male; listed with tribe: Judah.",1,846,"In this dataset, Rehoboam is described as son of Solomon who became king after him (1KI 11:43). Recorded as male; listed with tribe: Judah."
Shemaiah_1,Shemaiah,,"the man of G-d (1KI 12:22, 2CH 11:2)",male,,"In this dataset, Shemaiah is described as the man of G-d (1KI 12:22, 2CH 11:2). Recorded as male.",1,847,"In this dataset, Shemaiah is described as the man of G-d (1KI 12:22, 2CH 11:2). Recorded as male."
Josiah_1,Josiah,,"prophesied son of the house of David (1KI 13:2), King of Judah and son of Amon (2KI 21:24)",male,,"In this dataset, Josiah is described as prophesied son of the house of David (1KI 13:2), King of Judah and son of Amon (2KI 21:24). Recorded as male.",1,848,"In this dataset, Josiah is described as prophesied son of the house of David (1KI 13:2), King of Judah and son of Amon (2KI 21:24). Recorded as male."
Abijah_2,Abijah,,son of Jeroboam (1KI 14:1),male,Ephraim,"In this dataset, Abijah is described as son of Jeroboam (1KI 14:1). Recorded as male; listed with tribe: Ephraim.",2,849,"In this dataset, Abijah is described as son of Jeroboam (1KI 14:1). Recorded as male; listed with tribe: Ephraim."
Nadab_2,Nadab,,son of Jeroboam (1Ki 14:20),male,Ephraim,"In this dataset, Nadab is described as son of Jeroboam (1Ki 14:20). Recorded as male; listed with tribe: Ephraim.",2,850,"In this dataset, Nadab is described as son of Jeroboam (1Ki 14:20). Recorded as male; listed with tribe: Ephraim."
Naamah_2,Naamah,,"the Ammonitess, mother of Rehoboam (1KI 14:21, 1KI 14:31, 2CH 12:13))",female,Ammonite,"In this dataset, Naamah is described as the Ammonitess, mother of Rehoboam (1KI 14:21, 1KI 14:31, 2CH 12:13)). Recorded as female; listed with tribe: Ammonite.",2,851,"In this dataset, Naamah is described as the Ammonitess, mother of Rehoboam (1KI 14:21, 1KI 14:31, 2CH 12:13)). Recorded as female; listed with tribe: Ammonite."
Shishak_1,Shishak,,King of Egypt (1KI 14:25),male,,"In this dataset, Shishak is described as King of Egypt (1KI 14:25). Recorded as male.",1,852,"In this dataset, Shishak is described as King of Egypt (1KI 14:25). Recorded as male."
Abijam_1,Abijam,,"King of Judah, son of Rehoboam (1KI 14:31) [Abijah in 2CH 12:16]",male,Judah,"In this dataset, Abijam is described as King of Judah, son of Rehoboam (1KI 14:31) [Abijah in 2CH 12:16]. Recorded as male; listed with tribe: Judah.",1,853,"In this dataset, Abijam is described as King of Judah, son of Rehoboam (1KI 14:31) [Abijah in 2CH 12:16]. Recorded as male; listed with tribe: Judah."
Maacah_3,Maacah,,"mother of Abijam (1KI 15:2) and Asa (1KI 15:10), daughter of Uriel_2 of Gibeah (2CH 13:2)",female,,"In this dataset, Maacah is described as mother of Abijam (1KI 15:2) and Asa (1KI 15:10), daughter of Uriel_2 of Gibeah (2CH 13:2). Recorded as female.",3,854,"In this dataset, Maacah is described as mother of Abijam (1KI 15:2) and Asa (1KI 15:10), daughter of Uriel_2 of Gibeah (2CH 13:2). Recorded as female."
Abishalom_1,Abishalom,,father of Maacah the mother of Abijam (1KI 15:2),male,,"In this dataset, Abishalom is described as father of Maacah the mother of Abijam (1KI 15:2). Recorded as male.",1,855,"In this dataset, Abishalom is described as father of Maacah the mother of Abijam (1KI 15:2). Recorded as male."
Asa_1,Asa,,"King of Judah (1KI 15:9), son of incestuous relationship between Abijah and his mother, Maacah (1KI 15:10)",male,Judah,"In this dataset, Asa is described as King of Judah (1KI 15:9), son of incestuous relationship between Abijah and his mother, Maacah (1KI 15:10). Recorded as male; listed with tribe: Judah.",1,856,"In this dataset, Asa is described as King of Judah (1KI 15:9), son of incestuous relationship between Abijah and his mother, Maacah (1KI 15:10). Recorded as male; listed with tribe: Judah."
Baasha_1,Baasha,,King of Israel (1KI 15:16),male,,"In this dataset, Baasha is described as King of Israel (1KI 15:16). Recorded as male.",1,857,"In this dataset, Baasha is described as King of Israel (1KI 15:16). Recorded as male."
Ben-hadad_1,Ben-hadad,,King of Aram (1KI 15:18),male,,"In this dataset, Ben-hadad is described as King of Aram (1KI 15:18). Recorded as male.",1,858,"In this dataset, Ben-hadad is described as King of Aram (1KI 15:18). Recorded as male."
Tabrimmon_1,Tabrimmon,,father of Ben-hadad (1KI 15:18),male,,"In this dataset, Tabrimmon is described as father of Ben-hadad (1KI 15:18). Recorded as male.",1,859,"In this dataset, Tabrimmon is described as father of Ben-hadad (1KI 15:18). Recorded as male."
Hezion_1,Hezion,,father of Tabrimmon (1KI 15:18),male,,"In this dataset, Hezion is described as father of Tabrimmon (1KI 15:18). Recorded as male.",1,860,"In this dataset, Hezion is described as father of Tabrimmon (1KI 15:18). Recorded as male."
Jehoshaphat_3,Jehoshaphat,,son of Asa and King of Judah (1KI 15:24),male,Judah,"In this dataset, Jehoshaphat is described as son of Asa and King of Judah (1KI 15:24). Recorded as male; listed with tribe: Judah.",3,861,"In this dataset, Jehoshaphat is described as son of Asa and King of Judah (1KI 15:24). Recorded as male; listed with tribe: Judah."
Ahijah_3,Ahijah,,"of the house of Issachar, father of Baasha (1KI 15:27)",male,Issachar,"In this dataset, Ahijah is described as of the house of Issachar, father of Baasha (1KI 15:27). Recorded as male; listed with tribe: Issachar.",3,862,"In this dataset, Ahijah is described as of the house of Issachar, father of Baasha (1KI 15:27). Recorded as male; listed with tribe: Issachar."
Jehu_1,Jehu,,son of Hanani (1KI 16:1) and a prophet (1KI 16:12) [seer in 2CH 16:7],male,,"In this dataset, Jehu is described as son of Hanani (1KI 16:1) and a prophet (1KI 16:12) [seer in 2CH 16:7]. Recorded as male.",1,863,"In this dataset, Jehu is described as son of Hanani (1KI 16:1) and a prophet (1KI 16:12) [seer in 2CH 16:7]. Recorded as male."
Hanani_1,Hanani,,"father of Jehu (1KI 16:1, 2CH 19:2)",male,,"In this dataset, Hanani is described as father of Jehu (1KI 16:1, 2CH 19:2). Recorded as male.",1,864,"In this dataset, Hanani is described as father of Jehu (1KI 16:1, 2CH 19:2). Recorded as male."
Elah_2,Elah,,son of Baasha and King of Israel (1KI 16:6),male,,"In this dataset, Elah is described as son of Baasha and King of Israel (1KI 16:6). Recorded as male.",2,865,"In this dataset, Elah is described as son of Baasha and King of Israel (1KI 16:6). Recorded as male."
Zimri_2,Zimri,,commander of Elah's chariots (1KI 16:9),male,,"In this dataset, Zimri is described as commander of Elah's chariots (1KI 16:9). Recorded as male.",2,866,"In this dataset, Zimri is described as commander of Elah's chariots (1KI 16:9). Recorded as male."
Arza_1,Arza,,over the household at Tirzah (1Ki 16:9),male,,"In this dataset, Arza is described as over the household at Tirzah (1Ki 16:9). Recorded as male.",1,867,"In this dataset, Arza is described as over the household at Tirzah (1Ki 16:9). Recorded as male."
Omri_1,Omri,,commander of the army and king over Israel (1KI 16:16),male,,"In this dataset, Omri is described as commander of the army and king over Israel (1KI 16:16). Recorded as male.",1,868,"In this dataset, Omri is described as commander of the army and king over Israel (1KI 16:16). Recorded as male."
Tibni_1,Tibni,,half of Israel wanted him to be king (1KI 16:21),male,,"In this dataset, Tibni is described as half of Israel wanted him to be king (1KI 16:21). Recorded as male.",1,869,"In this dataset, Tibni is described as half of Israel wanted him to be king (1KI 16:21). Recorded as male."
Ginath_1,Ginath,,father of Tibni (1KI 16:21),male,,"In this dataset, Ginath is described as father of Tibni (1KI 16:21). Recorded as male.",1,870,"In this dataset, Ginath is described as father of Tibni (1KI 16:21). Recorded as male."
Shemer_1,Shemer,,sold the hill of Samaria (Shomron) to King Omri (1KI 16:24),male,,"In this dataset, Shemer is described as sold the hill of Samaria (Shomron) to King Omri (1KI 16:24). Recorded as male.",1,871,"In this dataset, Shemer is described as sold the hill of Samaria (Shomron) to King Omri (1KI 16:24). Recorded as male."
Ahab_1,Ahab,,son of Omri and King of Israel (1KI 16:28),male,,"In this dataset, Ahab is described as son of Omri and King of Israel (1KI 16:28). Recorded as male.",1,872,"In this dataset, Ahab is described as son of Omri and King of Israel (1KI 16:28). Recorded as male."
Jezebel_1,Jezebel,,wife of Ahab (1KI 16:31),female,,"In this dataset, Jezebel is described as wife of Ahab (1KI 16:31). Recorded as female.",1,873,"In this dataset, Jezebel is described as wife of Ahab (1KI 16:31). Recorded as female."
Ethbaal_1,Ethbaal,,father of Jezebel and king of the Sidonians (1KI 16:31),male,,"In this dataset, Ethbaal is described as father of Jezebel and king of the Sidonians (1KI 16:31). Recorded as male.",1,874,"In this dataset, Ethbaal is described as father of Jezebel and king of the Sidonians (1KI 16:31). Recorded as male."
Hiel_1,Hiel,,the Bethelite who rebuilt Jericho (1KI 16:34),male,,"In this dataset, Hiel is described as the Bethelite who rebuilt Jericho (1KI 16:34). Recorded as male.",1,875,"In this dataset, Hiel is described as the Bethelite who rebuilt Jericho (1KI 16:34). Recorded as male."
Abiram_2,Abiram,,firstborn son of Hiel who died when his father rebuilt Jericho (1KI 16:34),male,,"In this dataset, Abiram is described as firstborn son of Hiel who died when his father rebuilt Jericho (1KI 16:34). Recorded as male.",2,876,"In this dataset, Abiram is described as firstborn son of Hiel who died when his father rebuilt Jericho (1KI 16:34). Recorded as male."
Segub_1,Segub,,youngest son of Hiel who died when his father rebuilt Jericho (1KI 16:34),male,,"In this dataset, Segub is described as youngest son of Hiel who died when his father rebuilt Jericho (1KI 16:34). Recorded as male.",1,877,"In this dataset, Segub is described as youngest son of Hiel who died when his father rebuilt Jericho (1KI 16:34). Recorded as male."
Elijah_1,Elijah,,"the prophet, Tishbite, who was of the settlers of Gilead (1KI 17:1)",male,,"In this dataset, Elijah is described as the prophet, Tishbite, who was of the settlers of Gilead (1KI 17:1). Recorded as male.",1,878,"In this dataset, Elijah is described as the prophet, Tishbite, who was of the settlers of Gilead (1KI 17:1). Recorded as male."
Obadiah_1,Obadiah,,"feared the Lord (1KI 18:3), sent by Jehoshaphat to teach (2CH 17:7)",male,,"In this dataset, Obadiah is described as feared the Lord (1KI 18:3), sent by Jehoshaphat to teach (2CH 17:7). Recorded as male.",1,879,"In this dataset, Obadiah is described as feared the Lord (1KI 18:3), sent by Jehoshaphat to teach (2CH 17:7). Recorded as male."
Hazael_1,Hazael,,king over Aram (1KI 19:15),male,,"In this dataset, Hazael is described as king over Aram (1KI 19:15). Recorded as male.",1,880,"In this dataset, Hazael is described as king over Aram (1KI 19:15). Recorded as male."
Jehu_2,Jehu,,anointed king over Israel (1KI 19:16) at the direction of Elisha (2KI 9:1-3),male,,"In this dataset, Jehu is described as anointed king over Israel (1KI 19:16) at the direction of Elisha (2KI 9:1-3). Recorded as male.",2,881,"In this dataset, Jehu is described as anointed king over Israel (1KI 19:16) at the direction of Elisha (2KI 9:1-3). Recorded as male."
Nimshi_1,Nimshi,,"[grand]father of Jehu, King of Israel (1KI 19:16, 2KI 9:2)",male,,"In this dataset, Nimshi is described as [grand]father of Jehu, King of Israel (1KI 19:16, 2KI 9:2). Recorded as male.",1,882,"In this dataset, Nimshi is described as [grand]father of Jehu, King of Israel (1KI 19:16, 2KI 9:2). Recorded as male."
